tract,drywells,domwells,ratio,CESscoreP,tenpercbins,lat,long
6011000500,0,83,0,61,60%-70%,-121.9636465,39.314744
6011000200,1,228,0.004385965,62,60%-70%,-122.0259021,39.1863211
6011000400,1,342,0.002923977,42,40%-50%,-122.4155716,39.2881333
6011000300,0,241,0,51,50%-60%,-122.2818535,39.1078478
6011000100,7,466,0.015021459,55,50%-60%,-122.0142763,39.003105
6103000600,7,568,0.012323944,51,50%-60%,-122.2068646,40.1913614
6103000900,0,664,0,62,60%-70%,-122.0239555,39.9701372
6103000100,9,1167,0.007712082,51,50%-60%,-121.8564922,40.1943009
6025012400,0,94,0,74,70%-80%,-115.1126532,33.2019033
6005000304,0,253,0,58,50%-60%,-120.9220547,38.2814338
6005000101,0,1079,0,19,10%-20%,-120.5707489,38.4649441
6005000303,0,155,0,54,50%-60%,-120.9288239,38.3544187
6005000102,0,416,0,34,30%-40%,-120.2562561,38.5394172
6005000402,0,1041,0,38,30%-40%,-120.6621779,38.3930097
6005000500,0,413,0,46,40%-50%,-120.7391956,38.3175704
6005000401,0,538,0,53,50%-60%,-120.7589689,38.3970536
6005000301,0,368,0,50,40%-50%,-120.9500222,38.457356
6005000200,0,1607,0,38,30%-40%,-120.7448948,38.4852152
6061020401,0,6,0,34,30%-40%,-121.0770752,38.8923191
6009000503,0,80,0,10,0%-10%,-120.3311458,38.2341994
6009000501,0,75,0,19,10%-20%,-120.3934638,38.1924839
6009000121,1,262,0.003816794,29,20%-30%,-120.5609618,38.0706597
6009000504,0,86,0,0,0%-10%,-120.2111512,38.4051305
6009000122,0,565,0,13,10%-20%,-120.4761869,38.1257461
6009000400,0,1276,0,18,10%-20%,-120.449,38.3647246
6009000300,0,1272,0,26,20%-30%,-120.5813938,38.2401676
6009000220,0,332,0,35,30%-40%,-120.773333,38.1081725
6009000120,0,491,0,43,40%-50%,-120.6736779,37.9756396
6009000210,0,1452,0,45,40%-50%,-120.8741765,38.1930259
6061020502,0,606,0,6,0%-10%,-121.0997167,38.8567146
6061022013,0,1156,0,17,10%-20%,-120.7181379,39.2241768
6061021304,0,1420,0,42,40%-50%,-121.283873,38.9695759
6061020602,0,1388,0,7,0%-10%,-121.164918,38.805202
6061021802,0,337,0,35,30%-40%,-121.0601198,38.9479978
6061021801,0,1110,0,20,10%-20%,-121.0699172,38.9814721
6061020200,0,653,0,16,10%-20%,-120.5640417,39.0828051
6085504420,0,35,0,24,20%-30%,-121.8680063,37.4597212
6085513500,0,285,0,32,30%-40%,-121.5279664,37.248099
6085504602,0,15,0,82,80%-90%,-121.9948126,37.4495367
6039000102,5,1171,0.004269855,55,50%-60%,-119.3767852,37.3965946
6039001000,13,532,0.02443609,85,80%-90%,-119.9925738,36.8838955
6039000509,25,1574,0.0158831,44,40%-50%,-119.8457067,36.9648983
6067009404,0,970,0,24,20%-30%,-121.1689727,38.3858209
6115041100,0,1748,0,11,10%-20%,-121.1797405,39.4524525
6115041000,0,2554,0,33,30%-40%,-121.4453728,39.2661888
6107004300,3,109,0.027522936,89,80%-90%,-119.3058575,35.8580543
6063000202,0,1026,0,25,20%-30%,-121.0251013,39.8314906
6063000400,0,1110,0,14,10%-20%,-120.9109355,40.0916592
6099003300,1,546,0.001831502,86,80%-90%,-121.298493,37.4986999
6099002901,13,826,0.015738499,63,60%-70%,-120.6513244,37.6014201
6089012604,1,801,0.001248439,19,10%-20%,-121.8497344,40.5780793
6019005801,0,8,0,49,40%-50%,-119.6910954,36.8011827
6019005904,0,501,0,31,30%-40%,-119.6356555,36.7303926
6019005515,0,389,0,32,30%-40%,-119.689719,36.9247612
6019005504,0,13,0,28,20%-30%,-119.7386275,36.8885355
6019005701,0,19,0,55,50%-60%,-119.6909537,36.8303592
6019005514,0,17,0,53,50%-60%,-119.7202981,36.8448035
6019004601,0,30,0,66,60%-70%,-119.8253921,36.8031545
6019004504,0,24,0,84,80%-90%,-119.7903044,36.8301672
6041132200,0,147,0,3,0%-10%,-122.8602138,38.052907
6019004303,0,38,0,41,40%-50%,-119.8307726,36.8155701
6019004302,0,52,0,23,20%-30%,-119.8311646,36.8300711
6019004301,0,21,0,26,20%-30%,-119.8416197,36.8461939
6019005503,0,123,0,7,0%-10%,-119.7682639,36.9039783
6019004210,0,3,0,55,50%-60%,-119.8702212,36.8321013
6019003803,0,366,0,77,70%-80%,-119.9090383,36.7715459
6019003805,0,79,0,98,90%-100%,-119.8542854,36.7785171
6019002000,0,75,0,99,90%-100%,-119.8328803,36.7572824
6019001900,0,292,0,93,90%-100%,-119.8872955,36.7085379
6019001800,3,601,0.004991681,98,90%-100%,-119.8121471,36.65561
6019001500,1,176,0.005681818,100,90%-100%,-119.7178427,36.6816
6019000800,2,55,0.036363636,100,90%-100%,-119.831179,36.7067181
6019000700,0,48,0,100,90%-100%,-119.8277069,36.7345353
6019001700,1,492,0.00203252,98,90%-100%,-119.729139,36.6164728
6043000200,8,546,0.014652015,25,20%-30%,-120.1089266,37.6729487
6019006502,0,32,0,83,80%-90%,-119.3274871,36.6466582
6019001600,0,255,0,90,80%-90%,-119.6486262,36.6433218
6019008402,0,151,0,78,70%-80%,-120.6584593,36.8689002
6019007600,0,627,0,84,80%-90%,-119.9430164,36.580566
6019007500,0,468,0,87,80%-90%,-119.8284031,36.5336682
6019007201,0,132,0,59,50%-60%,-119.5391563,36.5460522
6019007202,1,31,0.032258065,80,70%-80%,-119.5666704,36.5082178
6019005512,0,91,0,38,30%-40%,-119.6757076,36.8456635
6019004001,0,59,0,75,70%-80%,-120.0782738,36.734826
6019008501,0,129,0,96,90%-100%,-119.5492976,36.5887994
6019005513,0,26,0,45,40%-50%,-119.7018656,36.8446768
6019005509,0,75,0,44,40%-50%,-119.7386631,36.8448439
6019005508,0,38,0,22,20%-30%,-119.7387496,36.8593795
6019004602,0,62,0,55,50%-60%,-119.8084855,36.8011471
6019006501,1,122,0.008196721,90,80%-90%,-119.3447256,36.608683
6019006202,0,147,0,80,70%-80%,-119.5325383,36.718129
6019005905,0,1280,0,47,40%-50%,-119.5874178,36.7864934
6019003202,0,17,0,90,80%-90%,-119.7431686,36.7687041
6019006403,1,3075,0.000325203,36,30%-40%,-118.8088099,36.8254036
6019006402,0,1427,0,23,20%-30%,-119.0010211,37.2229999
6019007002,0,6,0,86,80%-90%,-119.6086518,36.5699543
6019007300,3,617,0.004862237,86,80%-90%,-119.6917634,36.5344594
6019007100,0,84,0,100,90%-100%,-119.6279131,36.5629769
6019007004,0,63,0,90,80%-90%,-119.5900857,36.5770545
6019008200,0,198,0,87,80%-90%,-120.2392392,36.5557643
6003010000,0,203,0,16,10%-20%,-119.7989986,38.6176096
6019005907,0,69,0,27,20%-30%,-119.6601276,36.8304328
6019005912,0,708,0,17,10%-20%,-119.628777,36.820846
6019006405,0,1979,0,14,10%-20%,-119.5618119,37.004659
6019005906,0,504,0,62,60%-70%,-119.5155966,36.7700677
6019006404,0,1930,0,14,10%-20%,-119.3805297,36.9057665
6019005524,0,9,0,25,20%-30%,-119.7204462,36.8594085
6019005522,0,178,0,18,10%-20%,-119.6931658,36.8592846
6019006100,1,95,0.010526316,83,80%-90%,-119.5726544,36.6910426
6019006000,0,28,0,71,70%-80%,-119.5717189,36.7191064
6019007700,0,306,0,82,80%-90%,-119.9069028,36.4461627
6019006300,1,919,0.001088139,80,70%-80%,-119.4358266,36.663503
6019006900,3,298,0.010067114,94,90%-100%,-119.5600522,36.6466139
6019006802,0,210,0,98,90%-100%,-119.4974354,36.5995048
6019007400,2,314,0.006369427,77,70%-80%,-119.7117317,36.4550589
6019004100,0,197,0,70,60%-70%,-119.9948664,36.795996
6019003900,1,626,0.001597444,88,80%-90%,-120.1192112,36.7082365
6019005525,0,501,0,8,0%-10%,-119.6918625,36.8804748
6019005403,0,8,0,83,80%-90%,-119.7632007,36.8121984
6019005304,0,40,0,75,70%-80%,-119.7429548,36.8049374
6019004207,0,222,0,84,80%-90%,-119.9111587,36.8163153
6019004409,0,4,0,68,60%-70%,-119.811928,36.8437897
6019007902,0,94,0,63,60%-70%,-120.4089333,36.204251
6019003810,0,49,0,70,60%-70%,-119.8893898,36.7936161
6019005100,0,10,0,89,80%-90%,-119.7814652,36.7868839
6019005507,0,27,0,25,20%-30%,-119.7567596,36.8592568
6019003809,0,53,0,95,90%-100%,-119.8702581,36.7926994
6019003807,1,97,0.010309278,94,90%-100%,-119.8532189,36.7591628
6019004802,0,7,0,87,80%-90%,-119.8222476,36.78763
6019004205,0,20,0,94,90%-100%,-119.8544515,36.7971891
6019004406,0,11,0,62,60%-70%,-119.7744457,36.8448135
6019004405,0,3,0,36,30%-40%,-119.7743534,36.8587761
6019003808,1,64,0.015625,84,80%-90%,-119.8712132,36.7590356
6019004002,1,74,0.013513514,84,80%-90%,-120.0422516,36.7349023
6019002800,0,33,0,98,90%-100%,-119.7453702,36.7577993
6019003001,0,17,0,99,90%-100%,-119.7092464,36.7577958
6019001409,0,57,0,63,60%-70%,-119.7091895,36.7290408
6019003004,0,57,0,84,80%-90%,-119.7091585,36.746781
6019002904,0,35,0,86,80%-90%,-119.7272843,36.7468038
6019001412,0,116,0,68,60%-70%,-119.6639753,36.7435858
6019001411,0,15,0,90,80%-90%,-119.6911738,36.7433669
6019005805,0,111,0,66,60%-70%,-119.6805734,36.7685213
6019002100,0,4,0,93,90%-100%,-119.8157426,36.7590503
6019003104,0,19,0,60,50%-60%,-119.7157537,36.7809252
6019001414,0,46,0,72,70%-80%,-119.6909597,36.7182935
6019001410,0,73,0,97,90%-100%,-119.7181677,36.711099
6019001100,0,9,0,100,90%-100%,-119.7816961,36.7096952
6019000901,0,1,0,100,90%-100%,-119.804301,36.7104697
6019005802,0,34,0,43,40%-50%,-119.6727835,36.8001728
6021010502,0,352,0,21,20%-30%,-122.0272696,39.5091976
6021010300,5,594,0.008417508,47,40%-50%,-122.501299,39.6052917
6021010501,2,365,0.005479452,42,40%-50%,-122.0413986,39.7212958
6015000104,0,119,0,14,10%-20%,-124.1930607,41.7755135
6015000105,1,303,0.00330033,22,20%-30%,-124.2978888,41.8023129
6015000201,0,537,0,33,30%-40%,-124.1653443,41.855037
6015000203,1,70,0.014285714,30,20%-30%,-124.0350111,41.5728126
6015000101,0,61,0,14,10%-20%,-124.204051,41.7443155
6015000102,0,213,0,31,30%-40%,-124.1632913,41.7597759
6015000202,0,167,0,33,30%-40%,-123.8644287,41.7464666
6077005502,0,291,0,49,40%-50%,-121.4377118,37.6257014
6077004704,1,608,0.001644737,42,40%-50%,-121.0464269,38.106309
6057000105,1,1080,0.000925926,21,20%-30%,-121.1014847,39.068005
6077004001,0,102,0,65,60%-70%,-121.4633246,38.1304593
6077003900,0,255,0,97,90%-100%,-121.4581872,37.9269308
6077003602,2,302,0.006622517,38,30%-40%,-121.1809166,38.0018256
6077004800,1,551,0.001814882,44,40%-50%,-121.0367254,37.9808776
6077004902,12,1231,0.009748172,77,70%-80%,-121.036072,37.8408351
6101050701,0,110,0,55,50%-60%,-121.653915,39.2827425
6101050800,0,449,0,38,30%-40%,-121.8399669,39.2210289
6101050900,0,220,0,67,60%-70%,-121.7595873,38.975616
6013303203,0,8,0,47,40%-50%,-121.7320102,37.9471133
6013302009,0,4,0,41,40%-50%,-121.7478856,37.9715128
6013302010,0,82,0,37,30%-40%,-121.7305372,37.9836864
6013313204,0,1,0,62,60%-70%,-121.9236578,37.9889314
6013302005,0,6,0,76,70%-80%,-121.732928,37.9993161
6013311000,0,1,0,87,80%-90%,-121.8936219,38.0214503
6013308002,0,7,0,40,30%-40%,-121.766535,37.9886736
6013308001,0,4,0,62,60%-70%,-121.7964223,37.9919244
6013307202,0,1,0,69,60%-70%,-121.8278001,38.0037019
6013307201,0,3,0,66,60%-70%,-121.8485515,38.0026146
6013303102,0,106,0,47,40%-50%,-121.7074839,37.9577924
6013302007,0,50,0,67,60%-70%,-121.7056533,37.9837121
6013302008,0,182,0,53,50%-60%,-121.6702095,37.9891088
6013303103,0,293,0,71,70%-80%,-121.6710171,37.9362987
6013304002,0,233,0,56,50%-60%,-121.6219157,37.8582825
6013304005,0,132,0,22,20%-30%,-121.595891,37.9347243
6013302006,0,3,0,66,60%-70%,-121.7134904,38.0217527
6013307102,0,1,0,67,60%-70%,-121.8155705,38.0004738
6013307101,0,1,0,15,10%-20%,-121.8155925,37.9865794
6013314102,0,1,0,74,70%-80%,-121.9174417,38.0314621
6013313103,0,5,0,51,50%-60%,-121.875401,37.9809405
6013382000,0,2,0,89,80%-90%,-122.3229975,37.9159913
6013309000,0,4,0,78,70%-80%,-121.8641513,38.0392742
6013307205,0,5,0,61,60%-70%,-121.829459,37.9860073
6013306002,0,61,0,74,70%-80%,-121.7619241,38.0077971
6013314104,0,4,0,79,70%-80%,-121.9443678,38.0232458
6013314103,0,8,0,79,70%-80%,-121.9435261,38.0391707
6013378000,0,1,0,65,60%-70%,-122.404809,37.9448245
6013372000,0,2,0,53,50%-60%,-122.3399755,37.9485499
6013355112,3,271,0.011070111,2,0%-10%,-121.797346,37.8328349
6013355306,0,13,0,1,0%-10%,-121.9256511,37.8934212
6013392200,0,1,0,76,70%-80%,-122.3542717,37.9923334
6013334200,0,10,0,13,10%-20%,-122.0543368,37.8736123
6013355113,0,20,0,1,0%-10%,-121.9040691,37.8065479
6013360102,0,1,0,8,0%-10%,-122.2658347,37.9682566
6013320003,0,1,0,20,10%-20%,-122.1074312,37.9987257
6013303202,0,17,0,35,30%-40%,-121.7147968,37.9422173
6013304004,0,5,0,13,10%-20%,-121.6070438,37.9005821
6013363000,0,9,0,35,30%-40%,-122.3086599,37.9788936
6013304003,0,5,0,30,20%-30%,-121.577453,37.9016812
6013303205,0,83,0,50,40%-50%,-121.7021082,37.9109334
6013359103,0,1,0,62,60%-70%,-122.2975158,38.0059174
6013360101,0,1,0,48,40%-50%,-122.2870052,37.9824969
6013346203,0,3,0,1,0%-10%,-121.9862797,37.8199841
6013345114,0,7,0,2,0%-10%,-121.9650943,37.7992823
6013346204,0,14,0,0,0%-10%,-121.9506215,37.8194966
6013345111,0,1,0,19,10%-20%,-121.9526849,37.7570354
6013355114,0,16,0,1,0%-10%,-121.9082293,37.7872985
6013345113,0,4,0,0,0%-10%,-121.9417988,37.7955824
6013345203,1,24,0.041666667,2,0%-10%,-122.0221467,37.8050946
6013361000,0,2,0,18,10%-20%,-122.288182,37.9435402
6013359203,0,1,0,37,30%-40%,-122.2562999,38.0086578
6013357000,0,3,0,32,30%-40%,-122.1962349,38.0407401
6013356001,0,2,0,51,50%-60%,-122.22759,38.0244532
6013301000,0,128,0,60,50%-60%,-121.6299682,38.0381229
6013340001,0,2,0,29,20%-30%,-122.0689417,37.9232424
6013338301,0,4,0,7,0%-10%,-122.019661,37.9200316
6013345204,0,8,0,0,0%-10%,-122.0429151,37.8320573
6013351101,0,2,0,2,0%-10%,-122.0659799,37.8531059
6013345101,0,2,0,10,0%-10%,-121.9386173,37.7319234
6013325000,0,1,0,10,0%-10%,-122.0743488,37.9354669
6013321101,0,1,0,28,20%-30%,-122.102737,37.9885846
6013349000,0,1,0,5,0%-10%,-122.10407,37.8896916
6013345105,0,2,0,7,0%-10%,-121.9795982,37.7966528
6013351102,0,1,0,11,10%-20%,-122.0807769,37.8725669
6013339002,0,1,0,41,40%-50%,-122.0630149,37.9062665
6013355116,0,38,0,1,0%-10%,-121.8811647,37.7733137
6013338204,0,2,0,7,0%-10%,-122.0467663,37.9190883
6013338201,0,5,0,13,10%-20%,-122.031045,37.9314923
6013337100,0,1,0,20,10%-20%,-122.0148138,37.9572014
6013324001,0,3,0,22,20%-30%,-122.0560841,37.9387253
6013338203,0,2,0,7,0%-10%,-122.0540951,37.925633
6013338102,0,3,0,15,10%-20%,-122.0423399,37.9413456
6013324002,0,1,0,27,20%-30%,-122.0606042,37.9515418
6013320004,0,2,0,59,50%-60%,-122.0773567,38.0020819
6013334001,0,2,0,16,10%-20%,-122.0017551,37.9631631
6013332000,0,4,0,26,20%-30%,-121.9977502,37.9817896
6013331000,0,3,0,37,30%-40%,-122.01218,37.9762383
6013333102,0,8,0,18,10%-20%,-121.95812,37.9598119
6013333101,0,1,0,16,10%-20%,-121.9701205,37.9649061
6013313205,0,1,0,41,40%-50%,-121.9168577,38.0162998
6013304001,0,59,0,45,40%-50%,-121.7489395,37.8837503
6013355108,0,8,0,29,20%-30%,-121.8014749,37.944738
6013355107,0,93,0,48,40%-50%,-121.857135,37.9316982
6013329000,0,4,0,59,50%-60%,-122.0338936,37.9947441
6013328000,0,3,0,54,50%-60%,-122.0377689,37.975617
6013327000,0,2,0,72,70%-80%,-122.053206,37.9849793
6013346102,1,36,0.027777778,0,0%-10%,-121.9836906,37.8636653
6013346101,0,4,0,0,0%-10%,-122.0070141,37.8810018
6013355304,0,8,0,5,0%-10%,-121.9288441,37.9505922
6013355302,0,1,0,6,0%-10%,-121.9944596,37.9210134
6013355301,0,4,0,10,0%-10%,-121.9702207,37.9368163
6013355200,0,4,0,71,70%-80%,-121.9764323,37.9987014
6013354002,0,10,0,0,0%-10%,-122.1826098,37.9015621
6013354001,0,3,0,12,10%-20%,-122.216662,37.8838155
6013353001,0,1,0,1,0%-10%,-122.1812338,37.8566708
6013352202,0,3,0,1,0%-10%,-122.1594575,37.8296606
6013352102,0,6,0,0,0%-10%,-122.1053062,37.8173344
6013352101,0,17,0,0,0%-10%,-122.0953355,37.8450691
6013351200,0,7,0,0,0%-10%,-122.1051075,37.8682861
6013348000,0,1,0,6,0%-10%,-122.132124,37.9026902
6013306004,0,10,0,72,70%-80%,-121.7845356,38.0085744
6013345115,0,2,0,5,0%-10%,-121.9816307,37.7393783
6013303201,0,12,0,50,40%-50%,-121.7586352,37.9431268
6013303204,0,33,0,47,40%-50%,-121.7087615,37.9289646
6013347000,0,9,0,0,0%-10%,-122.1209824,37.9329608
6013346201,0,11,0,1,0%-10%,-121.9759134,37.8447107
6013345202,0,7,0,17,10%-20%,-121.982097,37.7679943
6013345108,0,3,0,6,0%-10%,-121.9553576,37.7784401
6013343002,0,2,0,12,10%-20%,-122.0394131,37.903197
6013343001,0,5,0,19,10%-20%,-122.0458632,37.8931242
6013341000,0,3,0,11,10%-20%,-122.0838023,37.8874605
6013340002,0,3,0,5,0%-10%,-122.0844254,37.9107096
6013338302,0,11,0,4,0%-10%,-122.0145836,37.9067555
6013326000,0,2,0,1,0%-10%,-122.0885363,37.9372675
6013321103,0,3,0,3,0%-10%,-122.1124879,37.9702795
6013321102,0,2,0,5,0%-10%,-122.0929535,37.9754127
6013319000,0,1,0,40,30%-40%,-122.1215423,38.0042221
6013318000,0,4,0,41,40%-50%,-122.1663864,38.0165957
6013315000,0,13,0,74,70%-80%,-122.0293918,38.036962
6013356002,1,203,0.004926108,16,10%-20%,-122.1903986,37.9544588
6013314200,0,3,0,68,60%-70%,-121.9812128,38.0467432
6017031700,0,19,0,1,0%-10%,-121.0951787,38.6989223
6017032000,0,73,0,26,20%-30%,-120.1061688,38.9115774
6017031900,0,42,0,0,0%-10%,-120.2657696,38.7295194
6017031600,0,50,0,33,30%-40%,-119.9388297,38.9436744
6017030809,0,28,0,10,0%-10%,-120.984193,38.6628212
6017030807,0,51,0,4,0%-10%,-121.012167,38.662649
6017030810,0,44,0,14,10%-20%,-120.9937862,38.6862022
6017030808,0,36,0,3,0%-10%,-121.0086199,38.67665
6017030709,0,175,0,1,0%-10%,-121.033171,38.6926348
6017030706,0,2,0,2,0%-10%,-121.086335,38.6722167
6017030710,0,7,0,7,0%-10%,-121.0617481,38.6825337
6017030505,0,80,0,16,10%-20%,-119.9583769,38.8426463
6017030302,0,13,0,28,20%-30%,-119.9875001,38.9351151
6017030504,0,16,0,9,0%-10%,-119.9479318,38.90693
6017030301,0,37,0,26,20%-30%,-119.9807563,38.9238251
6017030401,0,54,0,21,20%-30%,-120.0049792,38.9276421
6017030701,0,58,0,2,0%-10%,-121.0874235,38.737015
6017030200,0,88,0,21,20%-30%,-119.9602888,38.9313103
6017030901,0,538,0,10,0%-10%,-120.9351333,38.7788639
6017030502,0,25,0,9,0%-10%,-120.0306547,38.8832961
6017031504,0,605,0,30,20%-30%,-120.7951028,38.6568603
6017031503,0,322,0,7,0%-10%,-120.8721231,38.5855876
6017031000,0,138,0,22,20%-30%,-120.8454,38.7517688
6017031406,0,513,0,10,0%-10%,-120.5909221,38.707909
6017031301,0,306,0,15,10%-20%,-120.6900981,38.7487648
6017031100,0,263,0,33,30%-40%,-120.7656707,38.7557046
6017030803,0,454,0,6,0%-10%,-120.9574313,38.6856815
6017030704,0,965,0,17,10%-20%,-120.9950293,38.5829792
6109003100,4,369,0.010840108,33,30%-40%,-119.849589,38.1866222
6109002200,6,664,0.009036145,20,10%-20%,-120.2986345,38.0191545
6109002100,13,600,0.021666667,54,50%-60%,-120.1895292,38.2149739
6017030602,0,1326,0,23,20%-30%,-120.8675255,38.9478957
6017031404,0,748,0,16,10%-20%,-120.7055174,38.6909824
6017031405,0,269,0,2,0%-10%,-120.6258013,38.7330245
6017030603,0,975,0,13,10%-20%,-120.4220948,38.8821468
6017031200,0,150,0,36,30%-40%,-120.7839884,38.7183318
6017031302,0,221,0,16,10%-20%,-120.5987224,38.7682537
6017030902,0,491,0,10,0%-10%,-120.8954226,38.7186274
6017030601,0,825,0,6,0%-10%,-121.0317149,38.8331487
6017030402,0,12,0,26,20%-30%,-120.0073155,38.8973453
6017030804,0,974,0,17,10%-20%,-120.937104,38.6377284
6017030801,0,766,0,7,0%-10%,-121.010745,38.7325771
6017031502,0,337,0,35,30%-40%,-120.8221616,38.6943173
6017031402,1,2241,0.000446229,16,10%-20%,-120.5343814,38.6035985
6091010000,0,456,0,38,30%-40%,-120.5219926,39.5769252
6033000100,0,602,0,32,30%-40%,-122.9096015,39.3354913
6033000702,0,72,0,36,30%-40%,-122.5917589,38.9857973
6007000903,1,22,0.045454545,54,50%-60%,-121.7982097,39.726274
6007000901,0,148,0,9,0%-10%,-121.7616429,39.7203605
6007003700,0,130,0,81,80%-90%,-121.6460664,39.5164559
6007003502,0,277,0,44,40%-50%,-121.7897864,39.3257871
6007003501,0,97,0,36,30%-40%,-121.7370059,39.3792483
6007003002,0,17,0,69,60%-70%,-121.5601305,39.477074
6007003001,0,13,0,72,70%-80%,-121.5403556,39.4956403
6007002602,0,63,0,44,40%-50%,-121.4669098,39.5302628
6007002601,0,156,0,25,20%-30%,-121.4581641,39.4867836
6007001704,0,283,0,46,40%-50%,-121.5013525,39.960108
6007001703,0,16,0,24,20%-30%,-121.6019972,39.8262662
6007000904,0,80,0,9,0%-10%,-121.7959706,39.7464744
6007000402,0,185,0,10,0%-10%,-121.8785043,39.7558816
6007000401,0,139,0,15,10%-20%,-121.894685,39.7660786
6007000104,0,55,0,25,20%-30%,-121.8375293,39.7670771
6007000103,0,84,0,8,0%-10%,-121.8185603,39.7680605
6007000201,0,229,0,38,30%-40%,-121.8638042,39.7754009
6007001702,3,284,0.01056338,28,20%-30%,-121.6191977,39.8274126
6007002300,0,265,0,35,30%-40%,-121.5902502,39.6722796
6007002200,0,286,0,45,40%-50%,-121.6824752,39.674685
6007002100,0,17,0,34,30%-40%,-121.638031,39.7551658
6007002000,0,32,0,22,20%-30%,-121.5862872,39.7589033
6007001900,0,51,0,19,10%-20%,-121.5758491,39.7841664
6007001800,0,23,0,37,30%-40%,-121.6098642,39.7817973
6007001600,8,1600,0.005,21,20%-30%,-121.6693104,39.9107695
6007003300,1,1291,0.000774593,67,60%-70%,-121.5065211,39.3923244
6007003200,0,481,0,49,40%-50%,-121.5309393,39.429744
6007003100,0,65,0,34,30%-40%,-121.509062,39.4895646
6007002900,0,6,0,38,30%-40%,-121.5980004,39.5191072
6007002800,0,4,0,71,70%-80%,-121.5606959,39.5071861
6007002700,0,23,0,41,40%-50%,-121.5269455,39.5228652
6007002500,0,304,0,64,60%-70%,-121.5372499,39.5808681
6007003400,0,317,0,60,50%-60%,-121.6578142,39.3453317
6007002400,2,2427,0.000824063,41,40%-50%,-121.3519555,39.6655389
6007001500,1,1184,0.000844595,32,30%-40%,-121.8415821,39.5969309
6007001400,1,1275,0.000784314,20,10%-20%,-121.9334044,39.7860101
6007001300,0,14,0,85,80%-90%,-121.8128247,39.7192136
6007001200,0,95,0,71,70%-80%,-121.8142432,39.6982253
6007001100,0,89,0,66,60%-70%,-121.8514478,39.711661
6007001000,0,3,0,68,60%-70%,-121.8344873,39.7293637
6007000800,0,16,0,26,20%-30%,-121.8161641,39.7502541
6007000604,0,28,0,54,50%-60%,-121.8573274,39.7358332
6007000601,0,23,0,17,10%-20%,-121.864319,39.744651
6007000300,0,1,0,39,30%-40%,-121.8641991,39.7638851
6007000501,0,249,0,37,30%-40%,-121.8867963,39.7376442
6017031800,0,24,0,2,0%-10%,-121.0483699,38.6670529
6007000202,0,41,0,34,30%-40%,-121.849496,39.7638564
6007003600,0,431,0,54,50%-60%,-121.7723641,39.4540994
6001437400,0,1,0,60,50%-60%,-122.0876478,37.6428275
6001451501,0,37,0,52,50%-60%,-121.7369701,37.6733434
6001433500,0,1,0,35,30%-40%,-122.1553145,37.6845009
6001430800,0,2,0,37,30%-40%,-122.0650347,37.6992244
6001440335,0,2,0,46,40%-50%,-122.0122841,37.5913508
6001435103,0,54,0,13,10%-20%,-121.9830876,37.6518042
6001442000,0,22,0,6,0%-10%,-121.9351067,37.5592488
6001441100,0,6,0,29,20%-30%,-121.9620573,37.5852993
6001441522,0,1,0,19,10%-20%,-122.0572528,37.5845579
6001435900,0,1,0,45,40%-50%,-122.147305,37.6724681
6001422000,0,1,0,76,70%-80%,-122.3013426,37.8590327
6001430102,1,53,0.018867925,2,0%-10%,-122.0747102,37.7726562
6001430101,0,22,0,15,10%-20%,-122.0152514,37.7272587
6001404501,0,13,0,2,0%-10%,-122.2171515,37.8271275
6001438300,0,1,0,57,50%-60%,-122.088523,37.6282241
6001436500,0,1,0,66,60%-70%,-122.0691461,37.6586897
6001409000,0,1,0,97,90%-100%,-122.2213677,37.7200105
6001403800,0,6,0,17,10%-20%,-122.2416233,37.8148343
6001437200,0,3,0,75,70%-80%,-122.1115983,37.6431726
6001408100,0,1,0,18,10%-20%,-122.1574761,37.785376
6001441401,0,2,0,26,20%-30%,-122.0376753,37.5735681
6001428000,0,1,0,72,70%-80%,-122.2475404,37.7666414
6001450745,0,21,0,31,30%-40%,-121.8526518,37.6824862
6001450101,0,1,0,36,30%-40%,-121.8851034,37.7050938
6001444302,0,3,0,59,50%-60%,-122.0473856,37.5125267
6001443322,0,5,0,15,10%-20%,-121.9198352,37.482983
6001433200,0,2,0,83,80%-90%,-122.1470769,37.70175
6001433700,0,4,0,63,60%-70%,-122.1146758,37.6876344
6001436401,0,2,0,42,40%-50%,-122.0650918,37.6715227
6001436402,0,4,0,12,10%-20%,-122.0404785,37.6668495
6001436900,0,2,0,70,60%-70%,-122.1097202,37.6603503
6001450742,0,7,0,30,20%-30%,-121.8275908,37.6673926
6001450701,0,239,0,13,10%-20%,-121.8054596,37.5511338
6001410000,0,8,0,46,40%-50%,-122.1332163,37.7447566
6001451300,0,5,0,31,30%-40%,-121.8156491,37.6896396
6001427800,0,1,0,31,30%-40%,-122.2690581,37.7714922
6001440333,0,1,0,57,50%-60%,-122.0738117,37.6053389
6001433104,0,2,0,54,50%-60%,-122.1469937,37.7142641
6001410400,0,1,0,52,50%-60%,-122.1621741,37.7408161
6001430600,0,4,0,25,20%-30%,-122.0969654,37.7041735
6001427200,0,1,0,68,60%-70%,-122.2529164,37.7847324
6001450741,0,4,0,23,20%-30%,-121.8647522,37.6602817
6001435200,0,2,0,36,30%-40%,-122.0517821,37.6874049
6001451704,0,7,0,21,20%-30%,-121.7900626,37.6621232
