tract,drywells,domwells,ratio,CESscoreP,tenpercbins,lat,long
6023001200,0,83,0,36,30%-40%,-123.7462574,40.6845506
6023010102,0,104,0,26,20%-30%,-123.9140107,41.2749037
6023000900,0,213,0,18,10%-20%,-124.0379,40.8054567
6037911001,0,281,0,29,20%-30%,-117.804588,34.4849205
6037910813,0,347,0,7,0%-10%,-118.3048498,34.5152531
6037406702,0,1,0,86,80%-90%,-117.9382452,34.0659535
6037800506,0,29,0,3,0%-10%,-118.6049503,34.0516505
6037800408,0,11,0,12,10%-20%,-118.8054481,34.0235975
6037800406,0,102,0,6,0%-10%,-118.8610455,34.0602402
6037800327,0,15,0,48,40%-50%,-118.7424224,34.1602091
6037554203,0,3,0,83,80%-90%,-118.1247134,33.8802194
6037400404,0,1,0,8,0%-10%,-117.8287768,34.1537602
6037900201,0,132,0,45,40%-50%,-117.956249,34.7083865
6037910302,0,1,0,13,10%-20%,-118.2221613,34.6227294
6037900300,0,61,0,76,70%-80%,-118.0881554,34.7401046
6037407102,0,2,0,85,80%-90%,-117.9767958,34.0437456
6037432602,0,3,0,79,70%-80%,-118.0052966,34.0814708
6037930301,0,56,0,25,20%-30%,-117.8661408,34.2803329
6037504102,0,20,0,0,0%-10%,-118.0424162,33.9002766
6037901210,0,18,0,4,0%-10%,-118.3864277,34.6789981
6037301000,0,1,0,51,50%-60%,-118.2309561,34.1564802
6037800101,0,8,0,1,0%-10%,-118.6236584,34.1316542
6037554521,0,19,0,74,70%-80%,-118.1001151,33.872133
6037502200,0,4,0,90,80%-90%,-118.0729448,33.9775294
6037553200,0,3,0,84,80%-90%,-118.1205611,33.9049648
6037554700,0,10,0,66,60%-70%,-118.0768827,33.8842945
6037910205,0,42,0,27,20%-30%,-118.1335534,34.5350285
6037920104,0,17,0,13,10%-20%,-118.7322957,34.5530069
6037910805,0,314,0,29,20%-30%,-118.2228031,34.4705275
6037550100,0,1,0,83,80%-90%,-118.0760625,33.9237304
6037920102,0,105,0,47,40%-50%,-118.6002393,34.6330733
6037920012,0,51,0,10,0%-10%,-118.3491278,34.5927585
6037910812,0,73,0,0,0%-10%,-118.0967177,34.5024487
6037901213,0,137,0,9,0%-10%,-118.3063029,34.6300267
6037901209,0,307,0,30,20%-30%,-118.5802758,34.7603754
6037900504,0,6,0,60,50%-60%,-118.1025822,34.663965
6037910804,0,277,0,19,10%-20%,-118.1943718,34.5244096
6037920033,0,26,0,25,20%-30%,-118.4326143,34.4596282
6037900900,0,115,0,43,40%-50%,-118.2290789,34.7694996
6037920043,0,38,0,47,40%-50%,-118.4409013,34.3909399
6037910810,0,31,0,37,30%-40%,-118.3532786,34.4595477
6037920032,1,19,0.052631579,1,0%-10%,-118.467462,34.4580131
6059099229,0,18,0,55,50%-60%,-117.943544,33.7037205
6097154302,0,997,0,9,0%-10%,-122.9858107,38.3754621
6097150702,0,96,0,22,20%-30%,-122.6258528,38.2010719
6097151100,0,681,0,31,30%-40%,-122.752421,38.2711754
6097150800,0,10,0,27,20%-30%,-122.6647282,38.2087678
6029005900,0,1,0,64,60%-70%,-118.1693413,35.0539688
6067007106,0,32,0,24,20%-30%,-121.489582,38.663527
6039000603,0,13,0,78,70%-80%,-120.0497327,36.9793126
6039000604,3,12,0.25,68,60%-70%,-120.0643287,36.9796339
6039000106,0,229,0,13,10%-20%,-119.7721217,37.1853582
6039000202,20,526,0.038022814,84,80%-90%,-120.288051,37.0797978
6039000109,8,779,0.010269576,20,10%-20%,-119.8802873,37.1891883
6039000103,3,949,0.003161222,25,20%-30%,-119.5191768,37.5026912
6039000800,0,7,0,86,80%-90%,-120.0616242,36.9597277
6039000900,0,5,0,93,90%-100%,-120.0448456,36.9589685
6039000700,1,7,0.142857143,67,60%-70%,-120.0851443,36.9569657
6039000503,11,340,0.032352941,82,80%-90%,-120.1734248,36.9703496
6039000502,0,24,0,95,90%-100%,-120.0540893,36.9361811
6045011001,0,523,0,12,10%-20%,-123.6926693,39.1633261
6045011002,0,1410,0,18,10%-20%,-123.711243,39.3311449
6045010802,0,391,0,29,20%-30%,-123.073864,39.3451859
6045010700,0,84,0,44,40%-50%,-123.3671818,39.4223312
6045011400,0,10,0,15,10%-20%,-123.2304257,39.1424071
6045011300,0,240,0,55,50%-60%,-123.2858932,39.1031607
6045010900,0,314,0,42,40%-50%,-123.3726489,39.2578856
6045010600,0,769,0,31,30%-40%,-123.3637722,39.4627841
6045011200,0,942,0,23,20%-30%,-123.4663027,39.1072742
6045010500,0,59,0,41,40%-50%,-123.8014847,39.4312988
6045010300,0,824,0,41,40%-50%,-123.638408,39.455171
6045010100,0,413,0,23,20%-30%,-123.1572763,39.7629881
6045010400,0,40,0,47,40%-50%,-123.8051687,39.4499078
6039000300,1,8,0.125,72,70%-80%,-120.2587546,37.1133445
6099003400,0,218,0,82,80%-90%,-121.1933829,37.3259547
6069000200,0,316,0,54,50%-60%,-121.5185873,36.8257446
6099003603,0,557,0,88,80%-90%,-120.9439974,37.4851794
6099003700,2,299,0.006688963,98,90%-100%,-120.883606,37.4647928
6041102202,0,7,0,7,0%-10%,-122.5912651,38.1166035
6041106001,0,2,0,34,30%-40%,-122.5138443,38.0317512
6041132100,0,82,0,2,0%-10%,-122.6761173,37.9248161
6041128100,0,6,0,2,0%-10%,-122.5317487,37.8717847
6041123000,0,3,0,7,0%-10%,-122.4672874,37.8713791
6041128200,0,16,0,3,0%-10%,-122.5502453,37.8915878
6041127000,0,12,0,1,0%-10%,-122.5585051,37.9104407
6041126100,0,12,0,0,0%-10%,-122.540486,37.9121511
6041125000,0,6,0,6,0%-10%,-122.5058805,37.8886599
6041124200,0,28,0,3,0%-10%,-122.4494238,37.8785872
6041124100,0,5,0,1,0%-10%,-122.4887283,37.902744
6041112100,0,2,0,48,40%-50%,-122.5205522,37.9610288
6041111000,0,18,0,10,0%-10%,-122.5368593,37.970285
6041110200,0,34,0,5,0%-10%,-122.4741961,37.9856076
6041110100,0,29,0,17,10%-20%,-122.5104108,37.9844553
6041108200,0,13,0,9,0%-10%,-122.5475788,37.9988992
6041107000,0,10,0,3,0%-10%,-122.5839902,38.0386059
6041106002,0,23,0,15,10%-20%,-122.5028113,38.0055686
6041117000,0,11,0,3,0%-10%,-122.5641105,37.9746108
6041116000,0,2,0,2,0%-10%,-122.5758726,37.9796411
6041118100,0,59,0,1,0%-10%,-122.5616009,37.9636753
6041119100,0,31,0,0,0%-10%,-122.5532763,37.9435456
6041121100,0,9,0,11,10%-20%,-122.5231563,37.9240154
6041120000,0,23,0,4,0%-10%,-122.5372766,37.9354506
6041115000,0,33,0,2,0%-10%,-122.5831555,38.0056961
6041114200,0,5,0,1,0%-10%,-122.5996345,38.0029688
6041114100,0,12,0,2,0%-10%,-122.5941051,37.9762769
6041133000,0,515,0,12,10%-20%,-122.8017782,38.183308
6041113000,0,35,0,0,0%-10%,-122.6665068,38.0139328
6041104102,0,1,0,26,20%-30%,-122.5588729,38.0880631
6041104200,0,7,0,32,30%-40%,-122.5687933,38.0608968
6041104101,0,2,0,14,10%-20%,-122.5643084,38.0792992
6041103200,0,29,0,11,10%-20%,-122.5861373,38.098306
6041103100,0,68,0,3,0%-10%,-122.6416644,38.1145306
6041101200,0,3,0,20,10%-20%,-122.5402875,38.0982314
6041101100,0,18,0,11,10%-20%,-122.5352269,38.1289471
6043000301,35,1677,0.020870602,10,0%-10%,-119.8405416,37.4300671
6043000101,26,1239,0.020984665,37,30%-40%,-120.110972,37.5477768
6043000102,25,1172,0.021331058,34,30%-40%,-120.0838974,37.3724477
6041131100,0,22,0,7,0%-10%,-122.5974613,37.9207112
6041119201,0,6,0,14,10%-20%,-122.5282641,37.9456796
6041112202,0,2,0,69,60%-70%,-122.4936362,37.9562458
6041130202,0,2,0,12,10%-20%,-122.4787962,37.8556031
6041130201,0,1,0,6,0%-10%,-122.4855376,37.8510768
6041119202,0,2,0,4,0%-10%,-122.5253506,37.9505815
6041109002,0,7,0,4,0%-10%,-122.5480916,37.9834871
6041109001,0,3,0,15,10%-20%,-122.5305318,37.9815305
6041102203,0,5,0,25,20%-30%,-122.5703276,38.1104411
6071012101,0,72,0,67,60%-70%,-117.2235881,34.5925409
6071009202,2,265,0.00754717,35,30%-40%,-117.5413331,34.266609
6071010402,0,13,0,14,10%-20%,-116.1378978,34.4587143
6071010409,0,429,0,47,40%-50%,-115.5309263,34.2421428
6071001905,0,68,0,72,70%-80%,-117.6258794,34.0085229
6065043304,0,282,0,45,40%-50%,-116.90936,33.6871007
6065040101,0,41,0,95,90%-100%,-117.3964984,34.02279
6111000304,0,40,0,58,50%-60%,-118.9627618,34.411561
6111007300,0,301,0,14,10%-20%,-118.986805,34.1023158
6111005911,0,2,0,17,10%-20%,-118.8899584,34.1696864
6111008002,0,10,0,34,30%-40%,-118.7273774,34.2682522
6111007405,0,1,0,5,0%-10%,-118.7204079,34.1885775
6111000200,0,28,0,65,60%-70%,-118.7690795,34.4146679
6111007406,0,2,0,3,0%-10%,-118.7764684,34.1918776
6109005201,2,359,0.005571031,44,40%-50%,-120.4501293,37.7908267
6109004200,2,460,0.004347826,39,30%-40%,-119.6407227,37.9494993
6047000301,1,145,0.006896552,83,80%-90%,-120.6908186,37.4002299
6047002000,0,459,0,91,90%-100%,-120.9591276,37.2000819
6047000504,3,124,0.024193548,82,80%-90%,-120.611118,37.3941884
6047001801,1,105,0.00952381,41,40%-50%,-120.4372681,37.3461289
6095250801,0,2,0,83,80%-90%,-122.3302426,38.1293945
6047002500,1,370,0.002702703,82,80%-90%,-120.4694335,37.499088
6047002100,1,368,0.002717391,93,90%-100%,-120.9829041,36.9556144
6047000402,0,598,0,69,60%-70%,-120.8953613,37.3998708
6047000201,1,525,0.001904762,93,90%-100%,-120.7094467,37.459795
6047000202,0,195,0,73,70%-80%,-120.7903626,37.4123664
6047001902,0,138,0,75,70%-80%,-120.2255343,37.2234532
6037552302,0,6,0,92,90%-100%,-118.0577671,33.906522
6037550202,0,3,0,75,70%-80%,-118.0896892,33.921285
6037300301,0,1,0,28,20%-30%,-118.2526054,34.2510958
6037500404,0,2,0,84,80%-90%,-118.0739965,34.0139543
6037910716,0,1,0,37,30%-40%,-118.0731854,34.5463872
6037910711,0,6,0,29,20%-30%,-118.0529469,34.5687395
6037910606,0,2,0,31,30%-40%,-118.0672703,34.5618494
6037121222,0,1,0,99,90%-100%,-118.3919494,34.2321411
6037910002,0,31,0,43,40%-50%,-117.9074722,34.5346329
6037901011,0,2,0,33,30%-40%,-118.1722433,34.6708476
6037900609,0,8,0,39,30%-40%,-118.0999054,34.7059962
6037502802,0,1,0,92,90%-100%,-118.0683234,33.9335661
6037400403,0,2,0,41,40%-50%,-117.8007925,34.1467498
6037433503,0,1,0,85,80%-90%,-118.0487816,34.054936
6037900608,0,2,0,41,40%-50%,-118.1081707,34.6968196
6037900507,0,2,0,57,50%-60%,-118.0902169,34.678706
6037900506,0,4,0,41,40%-50%,-118.1012713,34.681794
6037900104,0,18,0,53,50%-60%,-117.8491551,34.5925627
6037542106,0,1,0,96,90%-100%,-118.1890767,33.8934041
6037900103,0,4,0,24,20%-30%,-117.8431551,34.6298162
6037800504,0,20,0,35,30%-40%,-118.6668993,34.0576239
6037800410,0,10,0,19,10%-20%,-118.736699,34.0544607
6037800330,0,9,0,4,0%-10%,-118.738967,34.0874944
6037800329,0,11,0,25,20%-30%,-118.7391708,34.1211218
6037570404,0,3,0,92,90%-100%,-118.1959346,33.877496
6037106406,0,1,0,60,50%-60%,-118.4590006,34.3228508
6037433304,0,1,0,92,90%-100%,-118.019896,34.0708986
6037431502,0,2,0,50,40%-50%,-118.0204,34.1024524
6037602509,0,1,0,98,90%-100%,-118.3338741,33.9178467
6037554301,0,3,0,90,80%-90%,-118.1456075,33.8822564
6037536104,0,2,0,97,90%-100%,-118.1782284,33.9448778
6037554204,0,1,0,83,80%-90%,-118.128584,33.8847475
6037234501,0,2,0,84,80%-90%,-118.3244351,33.9974948
6037400207,0,2,0,26,20%-30%,-117.7783303,34.1336074
6037531503,0,1,0,93,90%-100%,-118.174744,34.0294089
6037406701,0,2,0,74,70%-80%,-117.9463753,34.0552717
6037408140,0,2,0,87,80%-90%,-117.9032402,34.0095219
6037113235,0,5,0,30,20%-30%,-118.651677,34.2382513
6037407502,0,1,0,73,70%-80%,-117.9379348,34.0439866
6037406902,0,6,0,71,70%-80%,-117.9641181,34.0564404
6037408139,0,1,0,93,90%-100%,-117.9134004,34.012323
6037700801,0,1,0,44,40%-50%,-118.3967808,34.0717107
6037503103,0,1,0,71,70%-80%,-118.0407064,33.9281744
6037502801,0,5,0,70,60%-70%,-118.0891681,33.9409904
6037408137,0,2,0,60,50%-60%,-117.8838337,34.0084495
6037552002,0,2,0,77,70%-80%,-118.0876278,33.9131184
6037800203,0,3,0,22,20%-30%,-118.6726554,34.1607951
6037920337,0,1,0,59,50%-60%,-118.5128742,34.3736616
6037551501,0,2,0,64,60%-70%,-118.1608904,33.9373038
6037551402,0,3,0,67,60%-70%,-118.1459703,33.9414621
6037551101,0,2,0,88,80%-90%,-118.1262274,33.9218213
6037550901,0,1,0,71,70%-80%,-118.1289738,33.9420607
6037534406,0,3,0,94,90%-100%,-118.1749749,33.9647497
6037533703,0,1,0,92,90%-100%,-118.1734078,33.9836095
6037502700,0,1,0,91,90%-100%,-118.0716366,33.9548068
6037502402,0,4,0,75,70%-80%,-118.0905791,33.9737097
6037550300,0,3,0,85,80%-90%,-118.1013655,33.9257822
6037541100,0,2,0,97,90%-100%,-118.2607508,33.8984704
6037207400,0,1,0,0,0%-10%,-118.2466502,34.0561941
6037602600,0,1,0,97,90%-100%,-118.3195843,33.9112721
6037900803,0,1,0,43,40%-50%,-118.1569902,34.7127561
6037900805,0,2,0,52,50%-60%,-118.1577319,34.6953144
6037901007,0,4,0,24,20%-30%,-118.1855819,34.6538718
6037901101,0,5,0,30,20%-30%,-118.2247482,34.6632213
6037901004,0,14,0,22,20%-30%,-118.2080279,34.6862401
6037901102,0,3,0,36,30%-40%,-118.2122942,34.6620629
6037920015,0,1,0,10,0%-10%,-118.527587,34.4734725
6037403312,0,1,0,61,60%-70%,-117.8308645,34.0116871
6037408704,0,1,0,50,40%-50%,-117.8934924,33.98233
6037408211,0,1,0,70,60%-70%,-117.9080818,33.9988356
6037408212,0,11,0,50,40%-50%,-117.8795412,33.9944207
6037408302,0,2,0,80,70%-80%,-118.0172042,34.0382308
6037533201,0,3,0,90,80%-90%,-118.2081561,33.9819143
6037502500,0,1,0,96,90%-100%,-118.1106254,33.9759777
6037406800,0,2,0,79,70%-80%,-117.9540873,34.0639081
6037400604,0,4,0,50,40%-50%,-117.8943529,34.1521342
6037602900,0,2,0,95,90%-100%,-118.3065724,33.9079762
6037224020,0,1,0,96,90%-100%,-118.2686568,34.0304827
6037900102,0,53,0,70,60%-70%,-117.7517043,34.6825868
6037910201,0,1,0,56,50%-60%,-118.1350954,34.615092
6037910401,0,2,0,52,50%-60%,-118.1534038,34.5754635
6037910603,0,1,0,33,30%-40%,-118.0850295,34.565463
6037531604,0,1,0,88,80%-90%,-118.1623741,34.0238371
6037106643,0,1,0,29,20%-30%,-118.5220166,34.2894537
6037123203,0,1,0,96,90%-100%,-118.3916113,34.1967006
6037187102,0,1,0,97,90%-100%,-118.2514556,34.1090483
6037535501,0,1,0,87,80%-90%,-118.2221109,33.961166
6037407701,0,1,0,92,90%-100%,-117.9298385,34.013937
6037408202,0,3,0,87,80%-90%,-117.9657288,34.0213468
6037407002,0,6,0,94,90%-100%,-117.991289,34.0555809
6037407301,0,1,0,69,60%-70%,-117.958718,34.0454982
6037603302,0,2,0,94,90%-100%,-118.3073078,33.8749347
6037650200,0,1,0,65,60%-70%,-118.3318531,33.8628067
6037650502,0,1,0,11,10%-20%,-118.3702822,33.8530266
6037910706,0,6,0,48,40%-50%,-117.9994644,34.5534723
6037910707,0,5,0,37,30%-40%,-118.1037345,34.5504349
6037481102,0,1,0,60,50%-60%,-118.0944617,34.0998401
6037432500,0,1,0,89,80%-90%,-118.0058397,34.0966686
6037262301,0,2,0,3,0%-10%,-118.4912444,34.0918293
6037920326,0,2,0,37,30%-40%,-118.5979256,34.3510157
6037403200,0,1,0,0,0%-10%,-117.812962,34.0382703
6037555103,0,4,0,70,60%-70%,-118.0652797,33.8445898
6037555102,0,6,0,81,80%-90%,-118.0769658,33.8387305
6037541400,0,4,0,97,90%-100%,-118.2337235,33.9131395
6037570002,0,1,0,15,10%-20%,-118.1294697,33.8646532
6037651221,0,1,0,43,40%-50%,-118.3550066,33.8218914
6037980009,0,5,0,0,0%-10%,-118.3009695,34.1412655
6037980007,0,1,0,0,0%-10%,-118.1007408,33.7663042
6037540501,0,1,0,91,90%-100%,-118.2193043,33.9247083
6037540201,0,1,0,69,60%-70%,-118.2152045,33.9432105
6037532400,0,1,0,0,0%-10%,-118.2109137,34.0029371
6037402902,0,3,0,93,90%-100%,-117.7449619,34.0340192
6037403303,0,6,0,40,30%-40%,-117.8593531,34.0024101
6037570003,0,3,0,43,40%-50%,-118.1402363,33.8646013
6037571102,0,1,0,26,20%-30%,-118.1163514,33.8359759
6037555211,0,4,0,81,80%-90%,-118.0768628,33.8276575
6037570202,0,2,0,98,90%-100%,-118.1785185,33.8794113
6037503802,0,1,0,48,40%-50%,-118.0035625,33.8982866
6037503902,0,7,0,75,70%-80%,-118.0185593,33.8844479
6037504002,0,1,0,60,50%-60%,-118.0239805,33.9092862
6037504101,0,4,0,87,80%-90%,-118.033316,33.9099095
6037980004,0,9,0,0,0%-10%,-118.0947612,34.619832
6037980003,0,8,0,0,0%-10%,-117.9667789,34.8098536
6037980002,0,1,0,0,0%-10%,-118.2386708,33.8104081
6037920338,0,2,0,9,0%-10%,-118.5964298,34.3860838
6037920119,0,2,0,15,10%-20%,-118.6355485,34.4635721
6037920116,0,12,0,25,20%-30%,-118.6328469,34.4800849
6037910712,0,3,0,39,30%-40%,-118.0525805,34.5516033
6037433700,0,2,0,93,90%-100%,-118.0588991,34.0468938
6037134520,0,2,0,81,80%-90%,-118.59964,34.198294
6037408703,0,2,0,26,20%-30%,-117.8885626,33.9591947
6037406602,0,1,0,68,60%-70%,-117.9318958,34.0542813
6037403304,0,2,0,34,30%-40%,-117.851172,33.9883072
6037403320,0,1,0,36,30%-40%,-117.7963291,34.0052004
6037300100,0,1,0,6,0%-10%,-118.2325716,34.2442558
6037101400,0,1,0,53,50%-60%,-118.2941635,34.2428534
6037433802,0,11,0,88,80%-90%,-118.060117,34.0344665
6037500402,0,3,0,86,80%-90%,-118.0763967,34.0036044
6037500600,0,3,0,84,80%-90%,-118.088627,34.0074428
6037534002,0,1,0,83,80%-90%,-118.1399857,33.9674778
6037534403,0,2,0,81,80%-90%,-118.1971314,33.9681673
6037400204,0,4,0,23,20%-30%,-117.7540975,34.1305665
6037401601,0,1,0,50,40%-50%,-117.7643631,34.1170701
6037553300,0,2,0,57,50%-60%,-118.1392813,33.9043767
6037554900,0,9,0,69,60%-70%,-118.0792349,33.8612643
6037554002,0,6,0,83,80%-90%,-118.1336322,33.8922721
6037570901,0,2,0,39,30%-40%,-118.1089643,33.8524335
6037570800,0,3,0,40,30%-40%,-118.1353409,33.8533032
6037571200,0,2,0,22,20%-30%,-118.1336549,33.8395895
6037571400,0,5,0,40,30%-40%,-118.1600342,33.8351031
6037271901,0,2,0,56,50%-60%,-118.4246723,34.0128357
6037404600,0,8,0,93,90%-100%,-117.9635233,34.1119138
6037541002,0,10,0,97,90%-100%,-118.2728118,33.8751813
6037301502,0,2,0,92,90%-100%,-118.2886611,34.1723661
6037535400,0,1,0,100,90%-100%,-118.2314205,33.947117
6037430200,0,1,0,7,0%-10%,-117.9688184,34.1531592
6037403401,0,2,0,51,50%-60%,-117.8649253,34.0082843
6037403403,0,2,0,35,30%-40%,-117.8406591,34.0332993
6037106603,0,2,0,57,50%-60%,-118.5244831,34.3123662
6037554519,0,12,0,45,40%-50%,-118.0569743,33.8527649
6037554511,0,17,0,74,70%-80%,-118.0387822,33.8799253
6037554518,0,5,0,36,30%-40%,-118.0397288,33.8682287
6037554522,0,7,0,67,60%-70%,-118.0931498,33.8523009
6037910101,0,16,0,75,70%-80%,-118.0270881,34.6056671
6037900508,0,2,0,38,30%-40%,-118.072221,34.6789749
6037481901,0,1,0,62,60%-70%,-118.155045,34.0710196
6037482402,0,3,0,90,80%-90%,-118.0800883,34.0489168
6037113211,0,10,0,34,30%-40%,-118.6227865,34.2674995
6037113231,0,3,0,39,30%-40%,-118.6502378,34.2266028
6037534203,0,1,0,95,90%-100%,-118.1514821,33.9583801
6037432402,0,1,0,76,70%-80%,-118.0271968,34.0848582
6037403404,0,2,0,44,40%-50%,-117.8513684,34.0292579
6037403600,0,1,0,56,50%-60%,-117.8613457,34.0753742
6037554512,0,33,0,61,60%-70%,-118.0551676,33.8767523
6037554517,0,14,0,54,50%-60%,-118.0548956,33.8623387
6037554515,0,7,0,43,40%-50%,-118.0774113,33.8520795
6037500300,0,2,0,77,70%-80%,-118.039504,34.0142722
6037552800,0,1,0,73,70%-80%,-118.091192,33.8984772
6037553000,0,6,0,75,70%-80%,-118.1040525,33.8945795
6037241202,0,2,0,95,90%-100%,-118.2857509,33.9334324
6037574400,0,2,0,32,30%-40%,-118.1015045,33.8042037
6037601900,0,1,0,84,80%-90%,-118.3395043,33.9415861
6037534102,0,2,0,97,90%-100%,-118.1616452,33.9702059
6037533601,0,1,0,95,90%-100%,-118.1942193,33.9804922
6037800102,0,40,0,9,0%-10%,-118.6226938,34.0891923
6037800202,0,4,0,8,0%-10%,-118.6846964,34.115237
6037404903,0,1,0,74,70%-80%,-117.9726977,34.0875933
6037405201,0,2,0,89,80%-90%,-117.9513657,34.0839121
6037552700,0,3,0,78,70%-80%,-118.0732039,33.8985899
6037554600,0,13,0,78,70%-80%,-118.0892922,33.8836452
6037232120,0,1,0,96,90%-100%,-118.2839315,33.9996748
6037262100,0,1,0,24,20%-30%,-118.4570806,34.1085369
6037602504,0,1,0,79,70%-80%,-118.3373323,33.9055479
6037702600,0,1,0,68,60%-70%,-118.3961597,33.9958996
6037135202,0,1,0,36,30%-40%,-118.6369084,34.1888179
6037135203,0,2,0,14,10%-20%,-118.6570809,34.1918593
6037404802,0,1,0,97,90%-100%,-117.9690103,34.072647
6037502301,0,1,0,96,90%-100%,-118.0787046,33.9680887
6037503401,0,2,0,46,40%-50%,-117.9846451,33.9356035
6037553701,0,4,0,98,90%-100%,-118.1780909,33.9049478
6037553801,0,4,0,97,90%-100%,-118.1687296,33.8927048
6037400603,0,1,0,57,50%-60%,-117.9217301,34.1546148
6037555002,0,3,0,70,60%-70%,-118.089263,33.8352186
6037573902,0,1,0,35,30%-40%,-118.0775765,33.8135353
6037265100,0,2,0,28,20%-30%,-118.4288483,34.0737147
6037980033,0,1,0,0,0%-10%,-118.2203101,33.7443155
6037980019,0,3,0,0,0%-10%,-118.5442322,34.0874598
6037920332,0,3,0,40,30%-40%,-118.5139837,34.3831933
6037460301,0,1,0,30,20%-30%,-118.1543957,34.2084457
6037460501,0,1,0,7,0%-10%,-118.1926568,34.2181704
6037461100,0,2,0,46,40%-50%,-118.1397371,34.1851953
6037460600,0,1,0,7,0%-10%,-118.218217,34.2263088
6037462900,0,1,0,39,30%-40%,-118.0900164,34.15374
6037404702,0,4,0,97,90%-100%,-117.9850227,34.0707595
6037460700,0,1,0,7,0%-10%,-118.1988193,34.1933667
6037503402,0,1,0,42,40%-50%,-118.0008226,33.941836
6037553702,0,4,0,97,90%-100%,-118.1828739,33.8975428
6037554101,0,2,0,81,80%-90%,-118.1236012,33.8928105
6037570203,0,1,0,96,90%-100%,-118.1600078,33.8783269
6037291300,0,1,0,95,90%-100%,-118.2949002,33.86433
6037910705,0,2,0,34,30%-40%,-118.0173147,34.5697025
6037910206,0,16,0,26,20%-30%,-118.2587356,34.5783103
6037920328,0,5,0,48,40%-50%,-118.5720874,34.4168102
6037920303,0,16,0,15,10%-20%,-118.6106718,34.3160081
6037920312,0,6,0,65,60%-70%,-118.5258812,34.3629821
6037550700,0,3,0,66,60%-70%,-118.1314443,33.9642238
6037551202,0,1,0,70,60%-70%,-118.1381271,33.924571
6037553602,0,2,0,94,90%-100%,-118.1644286,33.9089742
6037240020,0,4,0,91,90%-100%,-118.2638081,33.9542444
6037532302,0,2,0,99,90%-100%,-118.1751711,34.0096885
6037532304,0,4,0,99,90%-100%,-118.1526793,33.9862905
6037540102,0,2,0,90,80%-90%,-118.1941847,33.9231953
6037541001,0,1,0,99,90%-100%,-118.2749503,33.8934521
6037599100,0,2,0,0,0%-10%,-118.4584354,32.8977598
6037901205,0,40,0,19,10%-20%,-118.2759944,34.6784036
6037910807,0,2,0,23,20%-30%,-118.4105719,34.4410273
6037920200,0,2,0,0,0%-10%,-118.5983695,34.465384
6037920016,0,2,0,6,0%-10%,-118.5206685,34.463885
6037920028,0,1,0,27,20%-30%,-118.4870567,34.4394521
6037920038,0,2,0,52,50%-60%,-118.4469672,34.4236629
6037920035,0,5,0,51,50%-60%,-118.4640472,34.4193105
6037920042,0,1,0,41,40%-50%,-118.4712318,34.3970565
6037910809,0,18,0,13,10%-20%,-118.4042026,34.4087694
6037920018,0,1,0,16,10%-20%,-118.5295463,34.4558936
6037910301,0,1,0,12,10%-20%,-118.2230412,34.6382723
6037920034,0,3,0,55,50%-60%,-118.4511824,34.4388053
6037910808,0,24,0,18,10%-20%,-118.395844,34.4620693
6037551000,0,3,0,68,60%-70%,-118.112141,33.9374454
6037552200,0,2,0,87,80%-90%,-118.07318,33.9087246
6037551900,0,2,0,87,80%-90%,-118.1046032,33.9105501
6037464000,0,2,0,19,10%-20%,-118.1383771,34.1270552
6037464100,0,1,0,13,10%-20%,-118.1222337,34.1202462
6037930200,0,51,0,52,50%-60%,-118.2894308,34.3387926
6037910202,0,7,0,40,30%-40%,-118.1750315,34.6286412
6037432202,0,1,0,88,80%-90%,-118.0708948,34.0859512
6037500700,0,3,0,78,70%-80%,-118.0983071,34.0000986
6037543322,0,1,0,83,80%-90%,-118.2569604,33.8525481
6037541200,0,1,0,94,90%-100%,-118.2543733,33.9083355
6037541604,0,2,0,98,90%-100%,-118.2118964,33.9078664
6037621001,0,1,0,5,0%-10%,-118.3938557,33.8698051
6037920115,0,4,0,48,40%-50%,-118.5500603,34.4257895
6037502902,0,2,0,95,90%-100%,-118.0524424,33.9427453
6037920041,0,4,0,39,30%-40%,-118.4333787,34.4180484
6037406300,0,3,0,52,50%-60%,-117.8769856,34.0599163
6037800324,0,1,0,15,10%-20%,-118.7795834,34.1504051
6037800326,0,31,0,6,0%-10%,-118.8124276,34.1237813
6037401002,0,1,0,25,20%-30%,-117.8658886,34.1415042
6037181600,0,2,0,50,40%-50%,-118.2097406,34.1297234
6037550800,0,2,0,82,80%-90%,-118.1433556,33.95127
6037550500,0,3,0,63,60%-70%,-118.1063383,33.9502684
6037541801,0,3,0,78,70%-80%,-118.1946754,33.9118044
6037543305,0,6,0,100,90%-100%,-118.2238692,33.8611473
6037920011,1,19,0.052631579,0,0%-10%,-118.4200954,34.5455872
6037910811,0,42,0,0,0%-10%,-118.1235974,34.4083832
6037910001,0,19,0,29,20%-30%,-117.9263003,34.5941878
6037577604,0,1,0,22,20%-30%,-118.1100855,33.7557499
6037900605,0,7,0,50,40%-50%,-118.0856717,34.7045061
6037920108,0,1,0,11,10%-20%,-118.5628759,34.4493505
6037920106,0,10,0,67,60%-70%,-118.6737987,34.4444857
6037920331,0,1,0,22,20%-30%,-118.545361,34.3971022
6037910709,0,14,0,31,30%-40%,-118.0410787,34.528512
6037920040,0,7,0,41,40%-50%,-118.4274646,34.435608
6037920013,0,4,0,37,30%-40%,-118.521858,34.4298866
